"age;""job"";""marital"";""education"";""default"";""housing"";""loan"";""contact"";""month"";""day_of_week"";""duration"";""campaign"";""pdays"";""previous"";""poutcome"";""emp.var.rate"";""cons.price.idx"";""cons.conf.idx"";""euribor3m"";""nr.employed"";""y""",household_id,total_spend,avg_transaction_amount,transaction_count,login_frequency_monthly,mobile_app_sessions,customer_service_calls_30d,credit_score,debt_to_income_ratio,delinquency_flag_90d
"52;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";197;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00103,106.56557657012851,106.56557657012851,1,10,7,0,672,0.5328585926033161,0
"52;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";190;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00104,357.1898294768963,357.1898294768963,1,15,3,2,740,0.1766894563947564,0
"43;""services"";""single"";""high.school"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";21;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00105,43.01082344749475,43.01082344749475,1,17,5,2,760,0.1967290885236894,0
"34;""housemaid"";""married"";""basic.6y"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";300;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00106,79.24229623240089,79.24229623240089,1,16,5,2,670,0.1634973216726226,0
"35;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";123;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00107,211.3123721307875,211.3123721307875,1,12,5,0,637,0.5691327692185298,0
"42;""entrepreneur"";""married"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";293;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00108,38.97077353760911,38.97077353760911,1,9,9,0,819,0.3183629742506511,0
"43;""technician"";""married"";""unknown"";""unknown"";""yes"";""yes"";""telephone"";""may"";""mon"";325;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00109,12.015641782526457,12.015641782526457,1,12,4,1,725,0.5956717303987688,1
"60;""retired"";""divorced"";""university.degree"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";514;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00110,51.32104558305856,51.32104558305856,1,7,7,1,810,0.1950960419351095,0
"58;""unemployed"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";849;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00111,26.37125377500943,26.37125377500943,1,13,7,1,712,0.3458736157968731,1
"35;""services"";""divorced"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";194;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00112,398.2425128820937,398.2425128820937,1,10,3,2,779,0.4705102026195075,0
"55;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";212;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00113,247.63306207268545,247.63306207268545,1,13,8,1,649,0.3567615578076339,1
"37;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";337;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00114,150.52412857807963,150.52412857807963,1,11,6,2,632,0.4833623855070693,0
"36;""blue-collar"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""may"";""mon"";286;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00115,307.72795957812195,307.72795957812195,1,12,3,1,694,0.3364372141724638,0
"52;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";247;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00116,244.19534111108345,244.19534111108345,1,8,6,2,685,0.3674831127422895,0
"57;""blue-collar"";""divorced"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";518;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00117,30.97432145379586,30.97432145379586,1,7,2,2,794,0.1829220692677933,0
"56;""admin."";""married"";""unknown"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";364;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00118,334.62201078533417,334.62201078533417,1,17,6,0,677,0.5593428683034611,0
"48;""blue-collar"";""divorced"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";178;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00119,116.2649852949258,116.2649852949258,1,20,5,2,700,0.1806808198600353,0
"40;""blue-collar"";""married"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";98;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00120,247.10224369553487,247.10224369553487,1,8,3,2,669,0.4759209496173084,0
"49;""blue-collar"";""divorced"";""high.school"";""no"";""no"";""no"";""telephone"";""may"";""mon"";439;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00121,339.63639739293467,339.63639739293467,1,11,0,0,695,0.4944430285302373,0
"41;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""may"";""mon"";139;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00122,57.40960746274777,57.40960746274777,1,21,3,4,755,0.4531981797639681,0
"45;""technician"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";79;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00123,17.488824018577624,17.488824018577624,1,16,6,1,588,0.2598397225734846,0
"32;""admin."";""married"";""university.degree"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";175;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00124,38.8030119209072,38.8030119209072,1,4,6,0,797,0.3553929534566851,0
"42;""admin."";""married"";""university.degree"";""no"";""no"";""yes"";""telephone"";""may"";""mon"";262;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00125,83.55865391229216,83.55865391229216,1,17,3,0,778,0.4380658751114962,0
"50;""admin."";""married"";""basic.6y"";""no"";""no"";""no"";""telephone"";""may"";""mon"";61;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00126,255.57445899584172,255.57445899584172,1,15,9,0,708,0.174766584668222,0
"31;""technician"";""divorced"";""professional.course"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";78;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00127,295.701745781975,295.701745781975,1,9,5,1,631,0.194736903758024,0
"56;""retired"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";102;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00128,1.046461377247597,1.046461377247597,1,14,8,2,661,0.4626588885307418,0
"41;""technician"";""married"";""professional.course"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";579;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""yes""",HH_00129,107.23142390078335,107.23142390078335,1,7,2,0,634,0.5975478890862477,1
"37;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";143;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00130,81.0409981378007,81.0409981378007,1,7,5,1,617,0.1677650106128284,0
"41;""technician"";""married"";""professional.course"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";677;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00131,37.67510074137368,37.67510074137368,1,16,4,2,616,0.1618887531040559,0
"35;""blue-collar"";""married"";""unknown"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";267;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00132,19.15205873184702,19.15205873184702,1,17,8,2,719,0.2163624178210415,0
"37;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";345;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00133,61.78628697936487,61.78628697936487,1,11,5,1,686,0.444252331173864,0
"52;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";185;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00134,429.4681684036725,429.4681684036725,1,13,3,2,779,0.455163919186752,0
"39;""management"";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""mon"";207;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00135,58.55757043222116,58.55757043222116,1,12,7,0,627,0.474667955668937,0
"39;""housemaid"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";69;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00136,109.7179208640228,109.7179208640228,1,14,7,2,774,0.2952325394345751,1
"56;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";100;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00137,182.11304653212824,182.11304653212824,1,15,7,2,800,0.22598557078852,0
"34;""services"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";125;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00138,67.79617484504435,67.79617484504435,1,10,6,1,654,0.299961026076141,0
"45;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";461;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""yes""",HH_00139,535.169720743755,535.169720743755,1,13,4,0,648,0.566606031467955,0
"43;""unemployed"";""single"";""university.degree"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";240;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00140,492.3014796812097,492.3014796812097,1,14,6,0,631,0.565925368520598,0
"56;""management"";""married"";""unknown"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";70;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00141,43.5091942488308,43.5091942488308,1,14,5,1,702,0.3965112060340978,1
"39;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";193;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00142,103.14889176957708,103.14889176957708,1,12,8,1,747,0.5894918333264093,0
"53;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";136;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00143,53.68956901185702,53.68956901185702,1,8,4,3,786,0.5660104845667469,0
"38;""unknown"";""divorced"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";73;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00144,50.287451457162256,50.287451457162256,1,8,5,0,684,0.2265035514134856,1
"42;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";528;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00145,5.63767166482838,5.63767166482838,1,9,4,0,813,0.1044631790003758,0
"42;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";541;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00146,141.07381064738897,141.07381064738897,1,13,3,2,617,0.3486130053335157,0
"35;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";338;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00147,104.77794492444578,104.77794492444578,1,17,3,2,790,0.386554685732044,0
"40;""admin."";""married"";""university.degree"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";163;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00148,7.927663107058872,7.927663107058872,1,12,9,1,650,0.1873243969183373,0
"51;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";87;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00149,48.9938881515554,48.9938881515554,1,18,9,2,687,0.1321485287569898,0
"60;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";301;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00150,358.32914266340106,358.32914266340106,1,10,2,1,814,0.3409313491650537,0
"56;""entrepreneur"";""married"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";46;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00151,41.07908282131156,41.07908282131156,1,13,7,0,609,0.2407112927235148,0
"39;""services"";""divorced"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";52;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00152,23.479629147820464,23.479629147820464,1,15,5,1,808,0.1612996600806159,0
"56;""entrepreneur"";""married"";""unknown"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";204;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00153,100.84081642104545,100.84081642104545,1,12,8,2,626,0.3439067509102876,1
"40;""blue-collar"";""married"";""unknown"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";155;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00154,636.6055473922889,636.6055473922889,1,16,4,3,722,0.437846568113846,0
"36;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";98;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00155,41.57172203395893,41.57172203395893,1,16,5,1,582,0.5961549197600512,0
"51;""blue-collar"";""married"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";71;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00156,167.27325154459402,167.27325154459402,1,19,0,2,717,0.2158461979847865,0
"51;""blue-collar"";""married"";""unknown"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";243;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00157,215.08314393591945,215.08314393591945,1,7,3,0,670,0.1553149600265886,0
"43;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";186;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00158,40.69997585037087,40.69997585037087,1,11,4,2,661,0.5344582464757326,0
"59;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""may"";""mon"";579;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00159,195.41233927384744,195.41233927384744,1,12,9,0,652,0.4320130857286871,0
"24;""management"";""single"";""university.degree"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";165;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00160,68.7784198896456,68.7784198896456,1,10,3,2,802,0.1582194510814712,1
"37;""blue-collar"";""single"";""basic.9y"";""unknown"";""yes"";""yes"";""telephone"";""may"";""mon"";163;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00161,150.0755621597657,150.0755621597657,1,18,2,0,696,0.5615116295712074,0
"40;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";46;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00162,150.57567407064573,150.57567407064573,1,16,8,4,777,0.4311553686571397,0
"42;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";559;3;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00163,115.10778749285232,115.10778749285232,1,13,7,2,671,0.5413957112529113,0
"39;""services"";""divorced"";""high.school"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";2033;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00164,14.194373821743143,14.194373821743143,1,12,5,0,784,0.412701314882315,0
"37;""entrepreneur"";""married"";""basic.6y"";""no"";""no"";""no"";""telephone"";""may"";""mon"";85;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00165,270.54671913694455,270.54671913694455,1,6,8,0,688,0.4385579861789817,0
"38;""services"";""married"";""high.school"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";506;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00166,58.02154405010949,58.02154405010949,1,13,5,1,778,0.438030975646296,0
"56;""admin."";""divorced"";""unknown"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";114;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00167,30.96481599113348,30.96481599113348,1,15,6,0,769,0.3636925546673414,0
"40;""blue-collar"";""married"";""unknown"";""no"";""no"";""no"";""telephone"";""may"";""mon"";114;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00168,6.244463969151781,6.244463969151781,1,12,8,1,607,0.5123335045911216,0
"54;""management"";""divorced"";""university.degree"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";843;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00169,134.06676068918753,134.06676068918753,1,11,3,2,580,0.4823116061091458,0
"43;""blue-collar"";""married"";""high.school"";""unknown"";""no"";""yes"";""telephone"";""may"";""mon"";181;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00170,169.77776014010232,169.77776014010232,1,14,7,4,658,0.580402540697003,0
"36;""services"";""married"";""high.school"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";427;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00171,2.509042133770593,2.509042133770593,1,17,4,4,778,0.4338624008303977,0
"45;""technician"";""married"";""university.degree"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";292;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00172,107.64458768242324,107.64458768242324,1,10,6,1,684,0.4461506150983882,0
"42;""admin."";""single"";""university.degree"";""unknown"";""no"";""no"";""telephone"";""may"";""mon"";192;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00173,38.523622058243646,38.523622058243646,1,9,5,1,727,0.2762327109927242,0
"43;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""may"";""mon"";93;3;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00174,155.4186512321538,155.4186512321538,1,12,9,3,773,0.3133537072129211,0
"46;""management"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""may"";""mon"";128;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00175,28.740633380870065,28.740633380870065,1,8,4,3,776,0.1090141319734881,0
"44;""services"";""married"";""high.school"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";107;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00176,176.13187913515787,176.13187913515787,1,9,3,1,679,0.4899610287162226,0
"51;""admin."";""single"";""basic.6y"";""no"";""no"";""no"";""telephone"";""may"";""mon"";303;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00177,73.34380514716527,73.34380514716527,1,12,1,1,613,0.2250361845141706,1
"28;""services"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""may"";""mon"";81;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00178,414.05157267064607,414.05157267064607,1,7,2,0,786,0.5417463394234648,0
"37;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""may"";""mon"";270;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00179,22.19166201589184,22.19166201589184,1,16,7,1,815,0.400002538890431,0
"34;""technician"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""may"";""mon"";228;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00180,62.56986509927576,62.56986509927576,1,11,3,0,770,0.5966280510202422,0
"46;""blue-collar"";""married"";""basic.6y"";""unknown"";""yes"";""no"";""telephone"";""may"";""mon"";240;1;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""no""",HH_00181,18.066642755549463,18.066642755549463,1,15,8,1,801,0.2464455836474192,0
"42;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""yes"";""telephone"";""may"";""mon"";673;2;999;0;""nonexistent"";1.1;93.994;-36.4;4.857;5191;""yes""",HH_00182,387.92855957260855,387.92855957260855,1,13,4,1,652,0.2588428488990519,0
